,telephone,email,description,website,facebook,linkedin,twitter,exd_link,exd_name,exd_id
34,+852.3690.2928,hello@bloombase.com,"Bloombase 是一家智能儲存防火牆廠商，提供即時威脅偵測、持續的敏感資料保護，以及全透明的後量子加密 (PQC) 安全，適用於高速、低延遲的儲存系統和服務，涵蓋邊緣運算、實體和虛擬數據中心、超融合架構 (HCI) 和可組合解聚架構 (CDI)、以及超大規模運算與雲端環境。
產品類型
Data Encryption",https://twitter.com/bloombase,https://www.facebook.com/Bloombase,https://www.linkedin.com/company/bloombase,https://twitter.com/bloombase,https://cybersec.ithome.com.tw/2024/exhibition-page/2259,Bloombase,C318
35,886-2-8978-3088,sunny.ju@arecnetworks.com.tw,"BlueCat Networks 是一家北美（加拿大）公司。公司成立於2001年，專注於 DDI (DNS DHCP IP address management)市場。至今已有二十年經驗，累積許多大型客戶及專案(全世界市值最高之企業集團、電信等單位均採用Bluecat Solution)，台灣市場在電信/金融/政府/企業皆有代表性客戶。
產品類型
DNS Security",https://bluecatnetworks.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2180,BlueCat Networks,C218
36,02-27195000,enquiries@bcit.com.tw,"總部位於澳洲雪梨，據點遍佈墨爾本、布里斯本、阿得雷德、伯斯與 台北，憑藉著對資訊產業的無比熱情，過去二十年致力於經營超越用 戶期望的解決方案，將之提供給優質客戶與合作夥伴，建立⻑期的合 作關係，在市場上也榮獲許多專業獎項的肯定。
現為澳洲ManageEngine全系列產品總代理，推薦給大家。
產品類型
Cloud Access Security Broker
Unfied Endpoint Management
Privileged Access Management",https://twitter.com/bluechip_it,https://www.facebook.com/bcit.taiwan,https://www.linkedin.com/company/bluechipinfotech/,https://twitter.com/bluechip_it,https://cybersec.ithome.com.tw/2024/exhibition-page/2085,藍籌科技,C206
37,,,"關於必維集團（Bureau Veritas）
Bureau Veritas 是全球品質檢定及認證服務的領導機構，成立於 1828 年，在全球 140 個國家設有超過 1,400 個辦事處及實驗室，員工數超過 78,000 人。Bureau Veritas 持續提供創新的服務與解決方案，確保客戶的產品、基礎設施與生產流程在品質、人員健康與安全、環境保護，以及社會責任等各方面均符合標準與法規要求，進一步協助客戶提升業務表現。
獲取更多有關 Bureau Veritas 資訊，請流覽：www.bureauveritas.com
消費性產品事業部科技產品事業群 Customer Products Services, Technology Products) 
必維國際檢驗集團立德國際商品試驗公司 (消費性產品事業部科技產品事業群)於全球檢測、檢驗與認證產業 (TIC 產業) 中獨佔鰲頭，是唯一為電子電機、汽車和無線領域提供完整檢測與認證服務的合作夥伴。憑藉在消費電子電氣產品、無線設備終端、新能源和工業領域的全套能力及技術經驗，能成為企業實現目標和成功的戰略合作夥伴。其整體解決方案引導客戶充滿信心 —— 從傳統產品的測試認證解決方案到最新的產品技術研發，無論從 NFC、藍牙、Wi-Fi 無線、個域網、5g 到物聯網新能源產品, 必維 Mark 的標誌結合網路安全要求和必維綠線服務，能説明您的產品確立品牌定位，並保持可促進可持續的發展，為企業和產品邁入新的技術革命保駕護航。 http://ee.bureauveritas.com.tw",https://group.bureauveritas.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1944,BUREAU VERITAS 必維國際檢驗集團,P306
38,+886-2-77036706,,"Canonical 是 Ubuntu 的發行商，Ubuntu 適用於大多數公有雲環境以及物聯網、自動車和機器人等應用。 Canonical 為企業用戶提供安全與支援服務，成立於 2004 年，是一家私營公司。 更多資源請參考官方網站：https://ubuntu.com/engage?language=zh-TW
產品類型
Consultation Service",https://twitter.com/ubuntu,https://www.facebook.com/CanonicalTaiwan/,https://www.linkedin.com/company/canonical/,https://twitter.com/ubuntu,https://cybersec.ithome.com.tw/2024/exhibition-page/2147,英商科能有限公司台灣分公司,C124
39,02-2719-8910,jerry.lin@caresys.com.tw,"凱信資訊(Caresys Information)成立於2004年，從事IBM軟體解決方案20年，專注於資訊安全管理及IT服務管理領域，協助超過50家的大型企業客戶運用IBM QRadar SIEM / SOAR 建置資安監控中心(SOC)，已累積經驗已超過10年以上，長期協助客戶進行資安事件分析、調查與Threat Hunting。並多次榮獲台灣IBM所頒發之資安服務獎項，為IBM在台最大的資安合作夥伴。服務客戶橫跨銀行、證券、人壽、高科技製造、零售、醫療等各行業。
凱信資訊深耕企業資安領域，除協助客戶導入國際原廠資安產品外，亦研發資安管理解決方案，包含(GCB/FCB組態基準合規自動化平台、漏洞追蹤管理平台、資安事件回應平台 、帳號盤點稽核管理平台、DLP 監控審核放行系統)等自有產品，
凱信資訊目前為IBM 在台合作的落地SOC夥伴(以QRadar做為SOC/MDR整合平台)，利用維運服務與託管式模式(MSS - Managed Security Service)，協助數十家企業進行365x24x7全年無休的資安事件監控，全面強化資安防護。
產品類型
Security Information Event and Management
Security Orchestration Automation Response
Endpoint Detection Response
Database Auditing
Cloud Security
Breach and Attack Simulation
Managed Security Service
Vulnerability Management
GCB
ITSM",https://www.facebook.com/caresys8888/,https://www.facebook.com/caresys8888/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1994,凱信資訊,P111、P112
40,+65 6955 8380,,"Cato 提供世界領先的單一供應商 SASE 平台，將 Cato SD-WAN 和雲端原生安全服務邊緣與Cato SSE 360 整合為全球雲端服務。 Cato SASE Cloud 最佳化並保護世界各地所有使用者和位置的應用程式存取。 使用 Cato，客戶可以輕鬆地用基於 SD-WAN 的現代網路架構取代昂貴且僵化的傳統 MPLS，保護和優化在任何地方混合工作的使用者，並實現無縫雲端遷移。 Cato 實施精細的存取策略，保護使用者免受威脅，並防止敏感資料遺失，所有這些都可以透過單一管理平台輕鬆管理。 有了 Cato，您的企業就可以為接下來的一切做好準備。
CatoNetworks.com @CatoNetworks。
產品類型
SASE
XDR",https://twitter.com/CatoNetworks,https://www.facebook.com/CatoNetworks/,https://www.linkedin.com/company/cato-networks/,https://twitter.com/CatoNetworks,https://cybersec.ithome.com.tw/2024/exhibition-page/2077,Cato Networks,C116
41,+65 6908 1198,sg-sales@cdnetworks.com,"作為全球領先的CDN(內容交付網路)和邊緣服務提供者，CDNetworks提供集成式的雲安全和邊緣計算解決方案，致力於為全球用戶提供高度安全、穩定高效、超低時延的網路交付服務。CDNetworks 設有2,800+個PoP，覆蓋了全球70+個國家和地區。無論您服務于企業客戶或是個人使用者, 我們都能為您帶來安全、可靠、流暢的網路內容交付體驗。
產品類型
Cloud Security",https://twitter.com/CDNetworks,https://www.facebook.com/CDNetworks-156678131058653/,https://www.linkedin.com/company/cdnetworks,https://twitter.com/CDNetworks,https://cybersec.ithome.com.tw/2024/exhibition-page/2005,CDNetworks,C120
42,02-27901477,sale@kaoten.com,"高田科技有限公司 (Kaoten Scientific Co., Ltd.) 創立於西元 1993 年，我們的客戶包括執法單位、政府機關和企業行號，提供專業的數位裝置取證和解析、資安解決方案以及原廠認證課程。銷售產品包括：Cellebrite 數位鑑識、Black Kite 網路風險評鑑、KaoQC 網路封包分析、Quokka 行動 App 安全性測試等等服務。
產品類型
Digital Forensics",https://www.linkedin.com/company/cellebrite/mycompany/,https://www.facebook.com/KaotenForensic,https://www.linkedin.com/company/cellebrite/mycompany/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1949,Cellebrite / 代理：高田科技有限公司,C308
43,+886-2-89692558,sales.tw@cellopoint.com,"Cellopoint是新一代電子郵件安全解決方案的領導廠商。我們提供以人為本、雲端就緒的解決方案來保護用戶免於進階的電子郵件攻擊，包括釣魚、病毒、勒索軟體、商務電子郵件詐騙（BEC）和垃圾郵件。我們也協助組織符合法規遵循及防止郵件數據外洩(DLP)。Cellopoint 領先的郵件安全技術獲得國際權威研究機構認可，是亞太區唯一在Gartner《郵件安全市場指南》(Gartner Market Guide for Email Security)、《端點安全技術成熟度曲線Hype Cycle報告》(Hype Cycle for Endpoint Security)、《電子郵件安全供應商推薦列表》，獲選的代表廠商。不論是中小型、大型企業或服務供應商都能透過Cellopoint獲得最適合的電子郵件解決方案。
產品類型
Email Security
Secure Email Gateway
Data Loss Prevention
Backup and Recovery
Security Awareness Training",https://www.linkedin.com/company/cellopoint-international-corporation,https://www.facebook.com/cellopoint/,https://www.linkedin.com/company/cellopoint-international-corporation,,https://cybersec.ithome.com.tw/2024/exhibition-page/1959,Cellopoint,C207
44,886-2-87801360,sales@zenya.com.tw,"CGS Tower Networks成立於2014年，由產業界擁有成功經驗的領導與研發團隊，向市場推出其創新、優質產品和服務。我們敬業的團隊在網路解決方案的研發、克服技術挑戰以及保持滿足每個客戶需求所需的靈活性和創造力方面擁有豐富的經驗。
CGS Tower Networks 產品最初以模組化和可擴展的方式設計，利用行業領先的硬體平台，將軟體與專屬硬體之間的藩籬打破，使得CGS流量複製器NPB(Network Packet Broker)，得以採用最先進網路晶片的伺服器或網路硬體平台(appliance)製造商，與CGS的可視化軟體完美整合，使我們能夠永遠一直使用最新型的網路晶片，執行最高效能的NPB功能，除了一般L2-L4層五元組條件過濾、複製、分流之外，高階功能如Packet Slicing、De-duplication、 Regular Expression、DLP、Session Track、L2/L3 Tunneling、Header Stripping、ERSPAN、Netflow/IPFIX，也支援虛擬環境與Container等，並能保證不會掉包。
主要產品：
網路晶片型流量複製器(Switch based Network Packet Broker) 1G / 10G / 25G / 40G / 100G ：提供L2-L4過濾、Dynamic Load Balance、Tunneling、VLAN tag/de-tag、ingress TimeStamping等功能。
網路封包處理器型流量複製器 (CPU based Network Packet Broker)：更進階的NPB軟體，使用Intel DPDK搭配CPU強化分析封包內容與處理，支援Container與虛擬機，增加Packet Slicing、De-Duplication、Data Masking、Source Port Tag、Timestamping、MAC replacement、Session Track、RegEx、L7 filtering等進階功能。
Fiber TAP：各種多模、單模分光器，網路速度包括1/10/25/40/100G，接頭種類包括LC, SC, BiDi, MTP/MPO等等。
產品類型
Network Visibility",https://twitter.com/cgstower,,https://www.linkedin.com/company/cgs-tower-networks-ltd/,https://twitter.com/cgstower,https://cybersec.ithome.com.tw/2024/exhibition-page/2175,CGS Tower Networks / 總代理：辰亞科技,C102
45,886-2-23700337,sales@changingtec.com,"「為每一位客戶強化資安防護、優化商業流程是我們致力的長期目標。」
全景軟體隸屬於緯創集團，擅長於 PKI 公開金鑰基礎建設 (Public Key Infrastructure)、影像辨識與管理，至此發展出自動化商業流程之四大方案：身份認證、智慧文件、電子簽章、資料保密，以身份認證方案協助各產業確認客戶身份，再以智慧文件方案優化電子表單填寫流程，最終以電子簽章方案，如數位簽章、電子簽章等，完成具不可否認性之簽署，再配合資料保密方案，對已簽署之電子表單建立安全儲存與完整管理機制，完整包含電子表單生命週期。
產品類型
Zero Trust Architecture
FIDO
Data Masking
Data Encryption",https://www.facebook.com/ChangingtecOfficial,https://www.facebook.com/ChangingtecOfficial,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2090,全景軟體,C104、T42
46,03-563-0688 # 310,marcom@changingtec.com,"全景軟體以「資訊安全」和「人、事、物安全認證」為核心，專注於身分認證與存取管理解決方案，協助各行各業建立更為安全、高效的網路商業流程，確保數據與資源獲得最佳的保護與管理。從零信任架構的數位認證、金融科技資安解決方案，到IoT物聯網設備的堅固安全性，致力於為客戶提供高效的安全防護、卓越的服務品質，以及無縫的系統擴充能力。
產品類型
IoT Security",https://www.facebook.com/ChangingtecOfficial,https://www.facebook.com/ChangingtecOfficial,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2312,全景軟體,AH01
